key	category	total_count
"/"	"EconomicOperands"	2
"NON-FEDERAL"	"EconomicOperands"	2
"MANDATE"	"EconomicOperands"	2
"STANDARDIZED ALGORITHMIC DESCRIPTIONS"	"EconomicOperands"	2
"TROUBLED ASSET RELIEF PROGRAM"	"EconomicOperands"	2
"PROPOSED ACQUISITION"	"EconomicOperands"	2
"BACKSTOP"	"EconomicOperands"	2
"ENHANCING"	"EconomicOperands"	2
"SUBDIVISION"	"EconomicOperands"	2
"FINANCIAL ACCOUNTING FOUNDATION"	"EconomicOperands"	2
"CRO"	"EconomicOperands"	2
"CONVINCING"	"EconomicOperands"	2
"INTERRUPTION"	"EconomicOperands"	2
"STORES"	"EconomicOperands"	2
"AFFIRMATIONS"	"EconomicOperands"	2
"TASKS"	"EconomicOperands"	2
"DERIVE"	"EconomicOperands"	2
"HEDGERS"	"EconomicOperands"	2
"DECLINING"	"EconomicOperands"	2
"FEDERAL CREDIT UNION ACT"	"EconomicOperands"	2
"PRACTICAL"	"EconomicOperands"	2
"SECURITIES MARKET"	"EconomicOperands"	2
"MACROECONOMIC"	"EconomicOperands"	2
"PAYMENT INSTRUMENTS"	"EconomicOperands"	2
"INCARCERATION"	"EconomicOperands"	2
"RECIPROCITY"	"EconomicOperands"	2
"ACCOMPLISHED"	"EconomicOperands"	2
"ACTORS"	"EconomicOperands"	2
"ARRA"	"EconomicOperands"	2
"STATE SECURITIES OR LAW ENFORCEMENT AUTHORITY"	"EconomicOperands"	2
"LABELED"	"EconomicOperands"	2
"AND DERIVATIVE MARKETS"	"EconomicOperands"	2
"MUTUAL HOLDING COMPANIES"	"EconomicOperands"	2
"DISCRIMINATORY"	"EconomicOperands"	2
"BIDS"	"EconomicOperands"	2
"CONSIDER WAIVED"	"EconomicOperands"	2
"OUTWEIGH"	"EconomicOperands"	2
"CHANNEL"	"EconomicOperands"	2
"ENTIRELY"	"EconomicOperands"	2
"NETWORKS"	"EconomicOperands"	2
"CUSTOMER NAME SECURITY"	"EconomicOperands"	2
"PROMISED"	"EconomicOperands"	2
"AND FINANCE"	"EconomicOperands"	2
"TYPICAL"	"EconomicOperands"	2
"ILL"	"EconomicOperands"	2
"CONCENTRATED"	"EconomicOperands"	2
"PREENACTMENT"	"EconomicOperands"	2
"RETURNS"	"EconomicOperands"	2
"LAWFULLY ACCRUING"	"EconomicOperands"	2
"FOR-PROFIT"	"EconomicOperands"	2
"SPECULATORS"	"EconomicOperands"	2
"CHALLENGE"	"EconomicOperands"	2
"PARENTAL LEAVE"	"EconomicOperands"	2
"CREDIT ENHANCEMENTS"	"EconomicOperands"	2
"INTERVENING"	"EconomicOperands"	2
"OPPOSE"	"EconomicOperands"	2
"DUPLICATION"	"EconomicOperands"	2
"ALLEGES DISCHARGE"	"EconomicOperands"	2
"SEVERELY"	"EconomicOperands"	2
"URBAN"	"EconomicOperands"	2
"FULFILLS"	"EconomicOperands"	2
"RECAPTURED"	"EconomicOperands"	2
"PROBABILITIES"	"EconomicOperands"	2
"RUN"	"EconomicOperands"	2
"SCREENING"	"EconomicOperands"	2
"NORMS"	"EconomicOperands"	2
"FINANCIAL INDUSTRY REGULATORY AUTHORITY"	"EconomicOperands"	2
"CREDIT DEFAULT SWAP"	"EconomicOperands"	2
"OMIT"	"EconomicOperands"	2
"CHILDCARE ASSISTANCE"	"EconomicOperands"	2
"FAILURES"	"EconomicOperands"	2
"MARKET TRANSPARENCY"	"EconomicOperands"	2
"BROCHURE"	"EconomicOperands"	2
"OCCUPY"	"EconomicOperands"	2
"COMMITTEE ON WAYS AND MEANS"	"EconomicOperands"	2
"VICINITY"	"EconomicOperands"	2
"BID"	"EconomicOperands"	2
"AVOIDS"	"EconomicOperands"	2
"DETECTION"	"EconomicOperands"	2
"MULTIFAMILY PROPERTIES"	"EconomicOperands"	2
"NON-ESCROWED"	"EconomicOperands"	2
"MARKET OPERATIONS"	"EconomicOperands"	2
"ZONE"	"EconomicOperands"	2
"COLLATERALIZING"	"EconomicOperands"	2
"TERMINOLOGY"	"EconomicOperands"	2
"DEMOTE"	"EconomicOperands"	2
"OVER-ACCUMULATION"	"EconomicOperands"	2
"INFORMING"	"EconomicOperands"	2
"INVENTORY"	"EconomicOperands"	2
"RELATIVE POSITION"	"EconomicOperands"	2
"SHORT-SWING"	"EconomicOperands"	2
"DENY"	"EconomicOperands"	2
"ACCEPTING BIDS"	"EconomicOperands"	2
"STATE HOUSING FINANCE AGENCY"	"EconomicOperands"	2
"ADAPT"	"EconomicOperands"	2
"ORALLY"	"EconomicOperands"	2
"REFINANCES"	"EconomicOperands"	2
"PUNISHMENT"	"EconomicOperands"	2
"INTERMITTENT"	"EconomicOperands"	2
"PREDOMINANT LINE"	"EconomicOperands"	2
"CROP"	"EconomicOperands"	2
"POLICY DEVELOPMENT"	"EconomicOperands"	2
"RECRUITING"	"EconomicOperands"	2
"SUDDEN"	"EconomicOperands"	2
"WORTH"	"EconomicOperands"	2
"MODULES"	"EconomicOperands"	2
"FIRST-CLASS"	"EconomicOperands"	2
"WRITTEN REPRESENTATIONS"	"EconomicOperands"	2
"HARASS"	"EconomicOperands"	2
"TRANSFERABLE"	"EconomicOperands"	2
"WITHDRAWALS"	"EconomicOperands"	2
"LARGE FINANCIAL FIRMS"	"EconomicOperands"	2
"MISCHARACTERIZATION"	"EconomicOperands"	2
"CENTRALIZED RECORDKEEPING"	"EconomicOperands"	2
"OCC"	"EconomicOperands"	2
"EVICTION"	"EconomicOperands"	2
"SUBCLASS"	"EconomicOperands"	2
"COMPILATION"	"EconomicOperands"	2
"PREFERENCE"	"EconomicOperands"	2
"INVESTING"	"EconomicOperands"	2
"POLICY ISSUES"	"EconomicOperands"	2
"CROSS-BORDER"	"EconomicOperands"	2
"SIMPLIFY"	"EconomicOperands"	2
"SECONDARY ACTORS"	"EconomicOperands"	2
"PROCURED"	"EconomicOperands"	2
"NETTING AGREEMENT"	"EconomicOperands"	2
"SUBORNING"	"EconomicOperands"	2
"LOSS-OF-INCOME"	"EconomicOperands"	2
"LOCATE"	"EconomicOperands"	2
"SIDE"	"EconomicOperands"	2
"IRC"	"EconomicOperands"	2
"SUBPRIME MORTGAGE"	"EconomicOperands"	2
"AND LENDING"	"EconomicOperands"	2
"MASTER AGREEMENTS"	"EconomicOperands"	2
"SHORT"	"EconomicOperands"	2
"DERIVATIVES MARKETS"	"EconomicOperands"	2
"SPACE"	"EconomicOperands"	2
"PREVALENCE"	"EconomicOperands"	2
"WEB"	"EconomicOperands"	2
"TABLE-FUNDED"	"EconomicOperands"	2
"ANTI-DEFICIENCY"	"EconomicOperands"	2
"DEPOSIT-TAKING ACTIVITY"	"EconomicOperands"	2
"OATHS"	"EconomicOperands"	2
"FHFA"	"EconomicOperands"	2
"ETHNICITY"	"EconomicOperands"	2
"ASKED"	"EconomicOperands"	2
"WORKFORCE FLEXIBILITY"	"EconomicOperands"	2
"HOUSES"	"EconomicOperands"	2
"ROTATING"	"EconomicOperands"	2
"MANIPULATE"	"EconomicOperands"	2
"UNRELATED"	"EconomicOperands"	2
"SIGNED STATEMENT"	"EconomicOperands"	2
"SET-OFF"	"EconomicOperands"	2
"HEARD"	"EconomicOperands"	2
"REGULATING"	"EconomicOperands"	2
"TELEWORK"	"EconomicOperands"	2
"WILLFUL"	"EconomicOperands"	2
"CERTIFICATION MATERIALLY"	"EconomicOperands"	2
"PRIVATELY"	"EconomicOperands"	2
"MAKER"	"EconomicOperands"	2
"PROTECTIVE"	"EconomicOperands"	2
"RENTERS"	"EconomicOperands"	2
"INVESTMENT SERVICES"	"EconomicOperands"	2
"GRANDFATHERED"	"EconomicOperands"	2
"PROPER FUNCTIONING"	"EconomicOperands"	2
"DESIRING"	"EconomicOperands"	2
"ORIGINATED"	"EconomicOperands"	2
"NEIGHBORHOOD"	"EconomicOperands"	2
"COURIER"	"EconomicOperands"	2
"COMMODITY BROKER"	"EconomicOperands"	2
"FINANCIAL TRANSACTION DATA"	"EconomicOperands"	2
"ADDRESSING"	"EconomicOperands"	2
"FRIVOLOUS"	"EconomicOperands"	2
"STAGES"	"EconomicOperands"	2
"ACCOMPANYING"	"EconomicOperands"	2
"INTERLOCKS"	"EconomicOperands"	2
"INSIDERS"	"EconomicOperands"	2
"CENTRALIZED"	"EconomicOperands"	2
"UNAVAILABILITY"	"EconomicOperands"	2
"ARBITRATE"	"EconomicOperands"	2
"DIRECTING"	"EconomicOperands"	2
"MULTIFAMILY"	"EconomicOperands"	2
"DISPUTANTS"	"EconomicOperands"	2
"DISAGREED"	"EconomicOperands"	2
"UNCOMMITTED"	"EconomicOperands"	2
"TAXABLE"	"EconomicOperands"	2
"POSING"	"EconomicOperands"	2
"GENDER-BASED"	"EconomicOperands"	2
"AGRICULTURAL PRODUCER"	"EconomicOperands"	2
"QUANTITY"	"EconomicOperands"	2
"TRADING PRACTICES"	"EconomicOperands"	2
"NON-PROFIT"	"EconomicOperands"	2
"PIN"	"EconomicOperands"	2
"EASILY ACCESSIBLE"	"EconomicOperands"	2
"RECOVERABLE"	"EconomicOperands"	2
"CONFERRED"	"EconomicOperands"	2
"THREATENED"	"EconomicOperands"	2
"PARAMETER"	"EconomicOperands"	2
"UNENFORCEABILITY"	"EconomicOperands"	2
"ADDITION"	"EconomicOperands"	2
"PROBABLE"	"EconomicOperands"	2
"PROFILE"	"EconomicOperands"	2
"UNIT OF GENERAL LOCAL GOVERNMENT"	"EconomicOperands"	2
"OVER-THE-COUNTER"	"EconomicOperands"	2
"ASSET-BACKED COMMERCIAL PAPER MONEY MARKET MUTUAL FUND LIQUIDITY FACILITY"	"EconomicOperands"	2
"OLDER"	"EconomicOperands"	2
"ABOLISHMENT"	"EconomicOperands"	2
"ACCOUNTED"	"EconomicOperands"	2
"INFERENCE"	"EconomicOperands"	2
"DISTINGUISH"	"EconomicOperands"	2
"SUCCESSION PLANNING"	"EconomicOperands"	2
"RECIPROCAL"	"EconomicOperands"	2
"RESCUE"	"EconomicOperands"	2
"SUSTAINED"	"EconomicOperands"	2
"BROAD"	"EconomicOperands"	2
"PROCURE"	"EconomicOperands"	2
"APPEARANCE"	"EconomicOperands"	2
"INCIDENT"	"EconomicOperands"	2
"RESIDUAL"	"EconomicOperands"	2
"IMPLYING"	"EconomicOperands"	2
"MERGERS"	"EconomicOperands"	2
"CAPTURE"	"EconomicOperands"	2
"UPDATED"	"EconomicOperands"	2
"DENOTE"	"EconomicOperands"	2
"REFERS"	"EconomicOperands"	2
"CONVENTIONAL"	"EconomicOperands"	2
"ANSWERED"	"EconomicOperands"	2
"SUPPLIERS"	"EconomicOperands"	2
"DETER ABUSES"	"EconomicOperands"	2
"SAVINGS AND LOAN INSTITUTION"	"EconomicOperands"	2
"TERM SECURITIES LENDING FACILITY"	"EconomicOperands"	2
"COMMUNICATING"	"EconomicOperands"	2
"AWARD PROGRAM"	"EconomicOperands"	2
"DISCHARGED"	"EconomicOperands"	2
"EQUITY INDEX SWAP"	"EconomicOperands"	2
"COMMITMENTS"	"EconomicOperands"	2
"TENANCY"	"EconomicOperands"	2
"ENVIRONMENTAL PROTECTION AGENCY"	"EconomicOperands"	2
"TERM AUCTION FACILITY"	"EconomicOperands"	2
"CONVENE"	"EconomicOperands"	2
"STORING"	"EconomicOperands"	2
"REJECTION"	"EconomicOperands"	2
"STAKEHOLDERS"	"EconomicOperands"	2
"PARENTS"	"EconomicOperands"	2
"BASES"	"EconomicOperands"	2
"RESTRUCTURING"	"EconomicOperands"	2
"RESERVE REQUIREMENTS"	"EconomicOperands"	2
"REGISTRANT"	"EconomicOperands"	2
"APPRECIATION"	"EconomicOperands"	2
"LOADED"	"EconomicOperands"	2
"ACCELERATE"	"EconomicOperands"	2
"TELECOMMUNICATIONS"	"EconomicOperands"	2
"REDEEMABLE"	"EconomicOperands"	2
"CRACKDOWN"	"EconomicOperands"	2
"CONTRIVANCE"	"EconomicOperands"	2
"SPECIFICITY"	"EconomicOperands"	2
"AUTOMATICALLY"	"EconomicOperands"	2
"IMPART"	"EconomicOperands"	2
"DEFICIENCY"	"EconomicOperands"	2
"INFLUENCE"	"EconomicOperands"	2
"EXECUTED BILATERALLY"	"EconomicOperands"	2
"COUNTERPARTS"	"EconomicOperands"	2
"ENCOURAGES"	"EconomicOperands"	2
"REPLACING"	"EconomicOperands"	2
"PERTINENT"	"EconomicOperands"	2
"POSSESS"	"EconomicOperands"	2
"APPEALED"	"EconomicOperands"	2
"MISREPRESENTATION"	"EconomicOperands"	2
"WARNINGS"	"EconomicOperands"	2
"DEFENDANTS"	"EconomicOperands"	2
"CROSS-CURRENCY"	"EconomicOperands"	2
"DISCRIMINATED"	"EconomicOperands"	2
"SUPPORT INFRASTRUCTURE"	"EconomicOperands"	2
"SMALL BANKS"	"EconomicOperands"	2
"RACIAL"	"EconomicOperands"	2
"SUBTERFUGE"	"EconomicOperands"	2
"INHERENT"	"EconomicOperands"	2
"HAZARDS"	"EconomicOperands"	2
"RESTATEMENT"	"EconomicOperands"	2
"SUCCESS"	"EconomicOperands"	2
"CANCEL"	"EconomicOperands"	2
"DELIBERATE"	"EconomicOperands"	2
"IMPROVED"	"EconomicOperands"	2
"WASTE"	"EconomicOperands"	2
"ANCILLARY"	"EconomicOperands"	2
"GENERALITY"	"EconomicOperands"	2
"IRREGULARITY"	"EconomicOperands"	2
"EXPEDITION"	"EconomicOperands"	2
"ELECTRONICALLY CAPTURE"	"EconomicOperands"	2
"SPECIAL DAMAGES SUSTAINED"	"EconomicOperands"	2
"RESEARCHING"	"EconomicOperands"	2
"JUSTIFICATION"	"EconomicOperands"	2
"REGIONAL TRANSMISSION ORGANIZATION"	"EconomicOperands"	2
"UNINCORPORATED"	"EconomicOperands"	2
"PARTICIPANT CREATING"	"EconomicOperands"	2
"EXPECT"	"EconomicOperands"	2
"REASSIGNMENT"	"EconomicOperands"	2
"COUNSELED"	"EconomicOperands"	1
"DRAW DOWN"	"EconomicOperands"	1
"HISTORIES"	"EconomicOperands"	1
"JURISDICTIONAL"	"EconomicOperands"	1
"INTRODUCE"	"EconomicOperands"	1
"RECOVERIES"	"EconomicOperands"	1
"SIGNING"	"EconomicOperands"	1
"MARKETERS"	"EconomicOperands"	1
"DELIBERATION"	"EconomicOperands"	1
"SATISFACTORY"	"EconomicOperands"	1
"GRANTEES"	"EconomicOperands"	1
"UN-BANKED"	"EconomicOperands"	1
"CONSTRUCTING"	"EconomicOperands"	1
"STATUTORILY"	"EconomicOperands"	1
"GATEKEEPER ROLE"	"EconomicOperands"	1
"PAYDAY LOAN"	"EconomicOperands"	1
"FORMING"	"EconomicOperands"	1
"FINDS GOOD"	"EconomicOperands"	1
"REFERRING TIPS"	"EconomicOperands"	1
"AGENCY SECURITIES"	"EconomicOperands"	1
"TRENDS"	"EconomicOperands"	1
"CITATION"	"EconomicOperands"	1
"TRANSPARENTLY"	"EconomicOperands"	1
"BORROWER-RELATED"	"EconomicOperands"	1
"SAID"	"EconomicOperands"	1
"BOUND"	"EconomicOperands"	1
"FORTHWITH"	"EconomicOperands"	1
"COUNSELING-RELATED"	"EconomicOperands"	1
"TROUBLED"	"EconomicOperands"	1
"ALLOCATIONS"	"EconomicOperands"	1
"CITIZENSHIP"	"EconomicOperands"	1
"LETTERS"	"EconomicOperands"	1
"ACCUSED"	"EconomicOperands"	1
"GLOBAL RULEMAKING TIMEFRAME"	"EconomicOperands"	1
"CHOSEN"	"EconomicOperands"	1
"MID-LEVEL"	"EconomicOperands"	1
"CREDITWORTHINESS"	"EconomicOperands"	1
"RETROSPECTIVE"	"EconomicOperands"	1
"LAWYERS"	"EconomicOperands"	1
"BELIEVES AFFECTS"	"EconomicOperands"	1
"STRUCTURING"	"EconomicOperands"	1
"MISUSED"	"EconomicOperands"	1
"SECRETS"	"EconomicOperands"	1
"GRAVITY"	"EconomicOperands"	1
"NATIONAL ENDOWMENT OF THE ARTS"	"EconomicOperands"	1
"NOMINATIONS"	"EconomicOperands"	1
"STATE NONMEMBER BANK"	"EconomicOperands"	1
"MARKET STRUCTURE"	"EconomicOperands"	1
"WEEKS"	"EconomicOperands"	1
"INVITED"	"EconomicOperands"	1
"WIND DOWN"	"EconomicOperands"	1
"CULTURAL"	"EconomicOperands"	1
"LANDING"	"EconomicOperands"	1
"BANKERS BANKS"	"EconomicOperands"	1
"SENIOR-LEVEL"	"EconomicOperands"	1
"NOMINATING"	"EconomicOperands"	1
"SELF-REPORTED ERRORS"	"EconomicOperands"	1
"PARCEL"	"EconomicOperands"	1
"SUBORDINATES"	"EconomicOperands"	1
"NONBANKS"	"EconomicOperands"	1
"REFLECTED"	"EconomicOperands"	1
"ACT TRANSACTIONS"	"EconomicOperands"	1
"ESCROWING"	"EconomicOperands"	1
"PAYMENT AND SETTLEMENT SYSTEMS"	"EconomicOperands"	1
"COLOR"	"EconomicOperands"	1
"REMINDER"	"EconomicOperands"	1
"ECB"	"EconomicOperands"	1
"EDITORIAL"	"EconomicOperands"	1
"BROCHURES"	"EconomicOperands"	1
"MANAGERIAL STRENGTH"	"EconomicOperands"	1
"CEASING"	"EconomicOperands"	1
"ANTI-MANIPULATION"	"EconomicOperands"	1
"EXPANDED"	"EconomicOperands"	1
"ENTERPRISE OPERATED"	"EconomicOperands"	1
"EXPENDITURES"	"EconomicOperands"	1
"BENCHMARK"	"EconomicOperands"	1
"FEEDS"	"EconomicOperands"	1
"WELFARE"	"EconomicOperands"	1
"ORIGINATES"	"EconomicOperands"	1
"EXAMPLES"	"EconomicOperands"	1
"JUDGE"	"EconomicOperands"	1
"TELEVISION"	"EconomicOperands"	1
"CARRY"	"EconomicOperands"	1
"REFORMING"	"EconomicOperands"	1
"EMPLOY PERSONNEL"	"EconomicOperands"	1
"REHABILITATED"	"EconomicOperands"	1
"RECONVENING"	"EconomicOperands"	1
"MOTORCYCLES"	"EconomicOperands"	1
"UNRESOLVED"	"EconomicOperands"	1
"INVITE"	"EconomicOperands"	1
"PRE-PAYABLE"	"EconomicOperands"	1
"LEAD-BASED"	"EconomicOperands"	1
"CHARGE-BACKS"	"EconomicOperands"	1
"DISBURSED"	"EconomicOperands"	1
"CORNERS"	"EconomicOperands"	1
"EXPLANATORY"	"EconomicOperands"	1
"AMERICANS"	"EconomicOperands"	1
"DECLARING"	"EconomicOperands"	1
"INDICTMENT"	"EconomicOperands"	1
"CALCULATE"	"EconomicOperands"	1
"FALSELY"	"EconomicOperands"	1
"SOPHISTICATION"	"EconomicOperands"	1
"REACHING FIRST-TIME"	"EconomicOperands"	1
"IMPRUDENT ORIGINATION"	"EconomicOperands"	1
"PROTOCOLS GOVERNING"	"EconomicOperands"	1
"RISK MEASUREMENT"	"EconomicOperands"	1
"LEGISLATURE"	"EconomicOperands"	1
"TRANSPORTED"	"EconomicOperands"	1
"HISPANIC"	"EconomicOperands"	1
"OUTDATED"	"EconomicOperands"	1
"CORPORATE STRUCTURE"	"EconomicOperands"	1
"ALERT"	"EconomicOperands"	1
"UNION"	"EconomicOperands"	1
"DISSEMINATING"	"EconomicOperands"	1
"SOFTWARE CONTAINING INTELLECTUAL"	"EconomicOperands"	1
"HAPPENING"	"EconomicOperands"	1
"ACKNOWLEDGMENT"	"EconomicOperands"	1
"CREED"	"EconomicOperands"	1
"CLOSE OUT"	"EconomicOperands"	1
"DESIRABILITY"	"EconomicOperands"	1
"SHIELD"	"EconomicOperands"	1
"EXPENDITURE"	"EconomicOperands"	1
"VICE CHAIRMEN OF THE BOARD"	"EconomicOperands"	1
"NAMED INSUREDS"	"EconomicOperands"	1
"HIGH-FREQUENCY TRADING"	"EconomicOperands"	1
"WHOLESALE"	"EconomicOperands"	1
"WEBPAGE"	"EconomicOperands"	1
"BENEFICIARIES"	"EconomicOperands"	1
"OUTWEIGHED"	"EconomicOperands"	1
"SQUEEZES"	"EconomicOperands"	1
"PURSUANT"	"EconomicOperands"	1
"SANCTIONED"	"EconomicOperands"	1
"NON-COMPLEX"	"EconomicOperands"	1
"VERIFYING"	"EconomicOperands"	1
"MISDEMEANOR"	"EconomicOperands"	1
"TRACKING UNCLEARED"	"EconomicOperands"	1
"RIMS FELLOW"	"EconomicOperands"	1
"SUPERVISORY FUNCTIONS"	"EconomicOperands"	1
"ANTICIPATE"	"EconomicOperands"	1
"DISASTER"	"EconomicOperands"	1
"MISLED"	"EconomicOperands"	1
"ADVERTISE"	"EconomicOperands"	1
"FOUNDATIONS"	"EconomicOperands"	1
"IMMUNITIES"	"EconomicOperands"	1
"RANDOM"	"EconomicOperands"	1
"SUBORDINATING"	"EconomicOperands"	1
"BORROWS"	"EconomicOperands"	1
"GRACE"	"EconomicOperands"	1
"COMMANDED"	"EconomicOperands"	1
"CONVERSION IMPLEMENTS"	"EconomicOperands"	1
"LIBRARIES"	"EconomicOperands"	1
"EVALUATIVE"	"EconomicOperands"	1
"DIRECTOR OF THE PEACE CORPS"	"EconomicOperands"	1
"HUMANITARIAN"	"EconomicOperands"	1
"FINANCIAL CRISIS"	"EconomicOperands"	1
"PRIORITY STATUS"	"EconomicOperands"	1
"MERCHANDISING"	"EconomicOperands"	1
"LAWSUITS DECIDED"	"EconomicOperands"	1
"SUBSCRIBER-PAY"	"EconomicOperands"	1
"EMPOWERING"	"EconomicOperands"	1
"SERIOUSNESS"	"EconomicOperands"	1
"MULTILATERAL AGREEMENT"	"EconomicOperands"	1
"COST-EFFECTIVE"	"EconomicOperands"	1
"REGULATORY OVERSIGHT"	"EconomicOperands"	1
"CONTRACTUALLY COMMITTED"	"EconomicOperands"	1
"ROUTINELY"	"EconomicOperands"	1
"CAREER-RESERVED"	"EconomicOperands"	1
"GUIDED"	"EconomicOperands"	1
"AND COMPLEXITY"	"EconomicOperands"	1
"STANDARD-SETTING"	"EconomicOperands"	1
"CHAIRED"	"EconomicOperands"	1
"PERSUASIVE"	"EconomicOperands"	1
"INACCURACY CONTRIBUTED"	"EconomicOperands"	1
"REPACKAGING"	"EconomicOperands"	1
"PRIVATE EQUITY"	"EconomicOperands"	1
"CONCENTRATE"	"EconomicOperands"	1
"MSRB"	"EconomicOperands"	1
"DEPEND"	"EconomicOperands"	1
"REJECTED"	"EconomicOperands"	1
"SOLICITORS"	"EconomicOperands"	1
"DILUTION"	"EconomicOperands"	1
"ROAD"	"EconomicOperands"	1
"NONWITHDRAWABLE"	"EconomicOperands"	1
"PERSON ASSOCIATED WITH A MUNICIPAL ADVISOR"	"EconomicOperands"	1
"RETURNED"	"EconomicOperands"	1
"ABET"	"EconomicOperands"	1
"SMOOTH"	"EconomicOperands"	1
"LAWSUIT"	"EconomicOperands"	1
"INFORMATION TECHNOLOGY"	"EconomicOperands"	1
"EMPLOYMENT STRUCTURES"	"EconomicOperands"	1
"ENTICE"	"EconomicOperands"	1
"GENERATE"	"EconomicOperands"	1
"RECRUIT"	"EconomicOperands"	1
"PLAIN"	"EconomicOperands"	1
"SELF-LIQUIDATING"	"EconomicOperands"	1
"MANUFACTURES"	"EconomicOperands"	1
"TERRORISM INSURANCE PROGRAM"	"EconomicOperands"	1
"CAMPERS"	"EconomicOperands"	1
"CONFER"	"EconomicOperands"	1
"COMBINES"	"EconomicOperands"	1
"UNDERMINES"	"EconomicOperands"	1
"CHINA"	"EconomicOperands"	1
"LIQUIDITY PRESSURES"	"EconomicOperands"	1
"TIMESHARE"	"EconomicOperands"	1
"DEFINING TECHNICAL"	"EconomicOperands"	1
"MEASUREMENT"	"EconomicOperands"	1
"OWING"	"EconomicOperands"	1
"GUIDELINE"	"EconomicOperands"	1
"STREAM"	"EconomicOperands"	1
"PRODUCER DATABASE"	"EconomicOperands"	1
"REFUNDABLE"	"EconomicOperands"	1
"FEATURE"	"EconomicOperands"	1
"EXPENSIVE"	"EconomicOperands"	1
"PARTICIPANT DIRECTION"	"EconomicOperands"	1
"SMALL-DOLLAR"	"EconomicOperands"	1
"PACKAGES"	"EconomicOperands"	1
"PERSONAL CONSUMPTION EXPENDITURES CHAIN-TYPE PRICE INDEX"	"EconomicOperands"	1
"KEEPING"	"EconomicOperands"	1
"RECOGNIZE WARNING"	"EconomicOperands"	1
"CO-OBLIGOR"	"EconomicOperands"	1
"UNUSUALLY"	"EconomicOperands"	1
"UNITED NATIONS GROUP OF EXPERTS ON THE DEMOCRATIC REPUBLIC OF CONGO"	"EconomicOperands"	1
"ASSURED"	"EconomicOperands"	1
"OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION OF THE DEPARTMENT OF LABOR"	"EconomicOperands"	1
"EXTERNAL AUDIT FINDINGS SELF-REPORTED ERRORS"	"EconomicOperands"	1
"HIGH GROWTH"	"EconomicOperands"	1
"OUTCOMES"	"EconomicOperands"	1
"INSUREDS TAXABLE PREMIUM"	"EconomicOperands"	1
"RELIEVE"	"EconomicOperands"	1
"ORGANIZING"	"EconomicOperands"	1
"ABSORBED"	"EconomicOperands"	1
"SUBCONTRACTORS"	"EconomicOperands"	1
"PAYS"	"EconomicOperands"	1
"DIVERSIFICATION"	"EconomicOperands"	1
"SETTLEMENT SUPERVISION"	"EconomicOperands"	1
"SIMULTANEOUSLY"	"EconomicOperands"	1
"ENHANCE ACCESSIBILITY"	"EconomicOperands"	1
"NEGOTIATION"	"EconomicOperands"	1
"EMPLOYED INTERMITTENTLY"	"EconomicOperands"	1
"PLAYS"	"EconomicOperands"	1
"SUBGRANT"	"EconomicOperands"	1
"EXAMINES"	"EconomicOperands"	1
"DIMINISHING"	"EconomicOperands"	1
"INDUSTRIAL LOAN COMPANIES"	"EconomicOperands"	1
"FAST TRACK"	"EconomicOperands"	1
"PROMOTE PRE-TRADE"	"EconomicOperands"	1
"HELPING PRIME"	"EconomicOperands"	1
"COMPUTER HARDWARE"	"EconomicOperands"	1
"EXTRACTION"	"EconomicOperands"	1
"RATING AGENCY"	"EconomicOperands"	1
"SENSITIVITY"	"EconomicOperands"	1
"PRIVATIZATION"	"EconomicOperands"	1
"MULTINATIONAL"	"EconomicOperands"	1
"AUTO"	"EconomicOperands"	1
"HOST"	"EconomicOperands"	1
"TRUST TERRITORIES OF THE PACIFIC"	"EconomicOperands"	1
"PROBABILITY OF DEFAULT"	"EconomicOperands"	1
"REDACTIONS"	"EconomicOperands"	1
"MARGINED"	"EconomicOperands"	1
"GOVERNOR OF THE STATE"	"EconomicOperands"	1
"TESTIFYING"	"EconomicOperands"	1
"IMPARTED"	"EconomicOperands"	1
"LEASEHOLDS"	"EconomicOperands"	1
"TOWN"	"EconomicOperands"	1
"OBJECTS"	"EconomicOperands"	1
"REVISIONS DEMONSTRATING"	"EconomicOperands"	1
"JUDGMENTS"	"EconomicOperands"	1
"ASSASSINATION"	"EconomicOperands"	1
"DEMONSTRATED GOOD FAITH EFFORT RESOLVE"	"EconomicOperands"	1
"FAIR TREATMENT"	"EconomicOperands"	1
"USER-FRIENDLY"	"EconomicOperands"	1
"PREPAID VARIABLE"	"EconomicOperands"	1
"PROPORTIONALITY"	"EconomicOperands"	1
"SUCCINCTLY"	"EconomicOperands"	1
"SELF-PROPELLED"	"EconomicOperands"	1
"DEPLETION"	"EconomicOperands"	1
"EXPERT"	"EconomicOperands"	1
"WORLDWIDE"	"EconomicOperands"	1
"SMALL-VALUE"	"EconomicOperands"	1
"HOUSE BUILT"	"EconomicOperands"	1
"BACHELORS DEGREE"	"EconomicOperands"	1
"DEFERRED SHIPMENT"	"EconomicOperands"	1
"JOIN"	"EconomicOperands"	1
"LAPSE"	"EconomicOperands"	1
"RESOURCES DEVOTED"	"EconomicOperands"	1
"INFRASTRUCTURE"	"EconomicOperands"	1
"RECOGNIZED INDIAN"	"EconomicOperands"	1
"COMPUTING RESOURCES"	"EconomicOperands"	1
"COINCIDE"	"EconomicOperands"	1
"IMPRISONMENT"	"EconomicOperands"	1
"NOMINATION"	"EconomicOperands"	1
