key_cons;category
"OBSERVATIONS";"EconomicOperands"
"OBSTACLES TO";"EconomicOperands"
"OBSTACLES TO MARKET DISCIPLINE";"EconomicOperands"
"OBTAIN";"EconomicOperands"
"OBTAINABLE";"EconomicOperands"
"OBTAINED";"EconomicOperands"
"OBTAINING";"EconomicOperands"
"OBTAINS";"EconomicOperands"
"OCC";"EconomicOperands"
"OCC SEE OFFICE OF THE COMPTROLLER OF THE CURRENCY";"EconomicOperands"
"OCCASIONS";"EconomicOperands"
"OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION OF THE DEPARTMENT OF LABOR";"EconomicOperands"
"OCCUPY";"EconomicOperands"
"OCCUPYING";"EconomicOperands"
"OCCUR";"EconomicOperands"
"OCCURRED";"EconomicOperands"
"OCCURRENCE";"EconomicOperands"
"OCCURRING";"EconomicOperands"
"OCCURS";"EconomicOperands"
"OCTOBER 1 2010";"Attributes"
"OCTOBER 1 2011";"Attributes"
"OCTOBER 2 1999";"Attributes"
"OCTOBER 3 2008";"Attributes"
"OCTOBER 30";"Attributes"
"OCTOBER 4 2010";"Attributes"
"ODD";"Attributes"
"OECD RECOMMENDATION";"EconomicOperands"
"OF";"FunctionWords"
"OF AGENTS DUTIES";"EconomicOperands"
"OF ANY KIND";"LogicalConnectors"
"OF CONSUMER LENDING";"EconomicOperands"
"OF DEBTS";"EconomicOperands"
"OF PAYMENT SYSTEMS";"EconomicOperands"
"OF SECURITIES";"EconomicOperands"
"OF UNIVERSAL BANKS";"EconomicOperands"
"OF WHOLESALE PAYMENTS";"EconomicOperands"
"OFF";"FunctionWords"
"OFF-BALANCE SHEET";"EconomicOperands"
"OFF-BALANCE-SHEET";"EconomicOperands"
"OFF-BALANCE-SHEET ACTIVITIES";"EconomicOperands"
"OFFENDERS";"EconomicOperands"
"OFFENSE";"EconomicOperands"
"OFFENSES";"EconomicOperands"
"OFFER";"EconomicOperands"
"OFFERED";"EconomicOperands"
"OFFERING";"EconomicOperands"
"OFFERINGS";"EconomicOperands"
"OFFEROR";"EconomicOperands"
"OFFERS";"EconomicOperands"
"OFFICE";"EconomicOperands"
"OFFICE OF FINANCIAL PROTECTION FOR OLDER AMERICANS";"EconomicOperands"
"OFFICE OF FINANCIAL RESEARCH";"EconomicOperands"
"OFFICE OF THE COMPTROLLER OF THE CURRENCY";"EconomicOperands"
"OFFICE OF THE COMPTROLLER OF THE CURRENCY OCC US";"EconomicOperands"
"OFFICE OF THRIFT SUPERVISION";"EconomicOperands"
"OFFICER";"EconomicOperands"
"OFFICER PERFORMING";"EconomicOperands"
"OFFICERS";"EconomicOperands"
"OFFICES";"EconomicOperands"
"OFFICIAL";"EconomicOperands"
"OFFICIALS";"EconomicOperands"
"OFFSET";"EconomicOperands"
"OFFSHORE";"EconomicOperands"
"OFFSHORE BANKING";"EconomicOperands"
"OFFSHORE BENEFIT";"EconomicOperands"
"OFFSHORE BENEFITS";"EconomicOperands"
"OFTEN";"EconomicOperands"
"OHIO FUND FAILURE";"EconomicOperands"
"OHIO FUND FAILURE 1988";"EconomicOperands"
"OIL";"EconomicOperands"
"OLA";"EconomicOperands"
"OLA SEE ORDERLY LIQUIDATION AUTHORITY";"EconomicOperands"
"OLDER";"EconomicOperands"
"OLDER AMERICANS";"EconomicOperands"
"OMBUDSMAN";"EconomicOperands"
"OMISSION";"EconomicOperands"
"OMISSIONS";"EconomicOperands"
"OMIT";"EconomicOperands"
"OMITTED";"EconomicOperands"
"OMNIBUS APPROPRIATIONS ACT";"LegalReferences"
"OMO";"EconomicOperands"
"OMOS";"EconomicOperands"
"OMOS SEE OPEN MARKET OPERATIONS";"EconomicOperands"
"ON";"FunctionWords"
"ON BEHALF OF";"FunctionWords"
"ON CONDITION THAT";"LogicalConnectors"
"ON THE CONDITION THAT";"LogicalConnectors"
"ON THE GROUNDS THAT";"LogicalConnectors"
"ON THE OTHER HAND";"LogicalConnectors"
"ON THE SUBJECT OF";"LogicalConnectors"
"ON THE TOPIC OF";"LogicalConnectors"
"ON THE WHOLE";"LogicalConnectors"
"ON TRANSACTION COSTS";"EconomicOperands"
"ON-BANK INSTITUTIONS";"EconomicOperands"
"ON-SITE";"EconomicOperands"
"ON-TRADITIONAL ACTIVITIES";"EconomicOperands"
"ON-TRADITIONAL ACTIVITY";"EconomicOperands"
"ONCE";"FunctionWords"
"ONE";"FunctionWords"
"ONE SIZE FITS ALL APPROACH";"EconomicOperands"
"ONE YEAR";"Attributes"
"ONE-";"FunctionWords"
"ONE-ON-ONE";"EconomicOperands"
"ONGENA STEVEN";"EconomicOperands"
"ONGOING";"EconomicOperands"
"ONLINE";"EconomicOperands"
"ONLINE BANKING";"EconomicOperands"
"ONLY";"LogicalConnectors"
"ONLY IF";"LogicalConnectors"
"ONSITE";"EconomicOperands"
"ONSITE DISPLAYS";"EconomicOperands"
"OPACITY";"EconomicOperands"
"OPEN";"EconomicOperands"
"OPEN MARKET OPERATIONS";"EconomicOperands"
"OPEN MARKET OPERATIONS OMO";"EconomicOperands"
"OPEN-ENDED";"EconomicOperands"
"OPENING";"EconomicOperands"
"OPERATE";"EconomicOperands"
"OPERATED";"EconomicOperands"
"OPERATES";"EconomicOperands"
"OPERATING";"EconomicOperands"
"OPERATING/NON-OPERATING COSTS";"EconomicOperands"
"OPERATION";"EconomicOperands"
"OPERATIONAL";"EconomicOperands"
"OPERATIONAL RISK";"EconomicOperands"
"OPERATIONS";"EconomicOperands"
"OPERATIVE";"EconomicOperands"
"OPERATOR";"EconomicOperands"
"OPERATORS";"EconomicOperands"
"OPINION";"EconomicOperands"
"OPINIONS";"EconomicOperands"
"OPPORTUNITIES";"EconomicOperands"
"OPPORTUNITIES FOR ABUSE";"EconomicOperands"
"OPPORTUNITY";"EconomicOperands"
"OPPOSE";"EconomicOperands"
"OPPOSING THEORETICAL CONCEPTION";"EconomicOperands"
"OPPOSING THEORETICAL CONCEPTIONS";"EconomicOperands"
"OPPOSITE";"FunctionWords"
"OPPOSITION";"EconomicOperands"
"OPTIMAL";"Attributes"
"OPTIMAL CAPITAL REGULATION";"EconomicOperands"
"OPTIMAL STRUCTURE";"EconomicOperands"
"OPTIMIZED";"EconomicOperands"
"OPTION";"EconomicOperands"
"OPTIONAL";"EconomicOperands"
"OPTIONS";"EconomicOperands"
"OR";"LogicalConnectors"
"OR AT LEAST";"LogicalConnectors"
"OR RATHER";"LogicalConnectors"
"ORAL";"EconomicOperands"
"ORAL ARGUMENT";"EconomicOperands"
"ORALLY";"EconomicOperands"
"ORANGE REVOLUTION";"EconomicOperands"
"ORANGE REVOLUTION 1688";"EconomicOperands"
"ORCHESTRATION";"EconomicOperands"
"ORCHESTRATION OF EU INSTITUTIONAL REGULATION";"EconomicOperands"
"ORDER";"EconomicOperands"
"ORDER ISSUED";"EconomicOperands"
"ORDER-MATCHING";"EconomicOperands"
"ORDERED";"EconomicOperands"
"ORDERLY";"EconomicOperands"
"ORDERLY LIQUIDATION AUTHORITY";"EconomicOperands"
"ORDERLY LIQUIDATION AUTHORITY OLA US";"EconomicOperands"
"ORDERS";"EconomicOperands"
"ORDINARY COURSE";"EconomicOperands"
"ORGANIZATION";"EconomicOperands"
"ORGANIZATION OF REGULATORY SYSTEM";"EconomicOperands"
"ORGANIZATIONAL";"EconomicOperands"
"ORGANIZATIONAL FORM";"EconomicOperands"
"ORGANIZATIONAL FORMS";"EconomicOperands"
"ORGANIZATIONS";"EconomicOperands"
"ORGANIZE";"EconomicOperands"
"ORGANIZED";"EconomicOperands"
"ORGANIZES";"EconomicOperands"
"ORGANIZING";"EconomicOperands"
"ORIGIN";"EconomicOperands"
"ORIGIN IN US";"EconomicOperands"
"ORIGINAL";"EconomicOperands"
"ORIGINAL APPOINTMENT";"EconomicOperands"
"ORIGINAL HYPOTHESIS";"EconomicOperands"
"ORIGINAL INFORMATION";"EconomicOperands"
"ORIGINALLY";"Other"
"ORIGINATE";"EconomicOperands"
"ORIGINATE-TO-DISTRIBUTE";"EconomicOperands"
"ORIGINATE-TO-DISTRIBUTE MODEL";"EconomicOperands"
"ORIGINATE-TO-DISTRIBUTE OTD MODEL";"EconomicOperands"
"ORIGINATE-TO-HOLD MODEL";"EconomicOperands"
"ORIGINATE-TO-HOLD OTH MODEL";"EconomicOperands"
"ORIGINATE-TO-SELL MODEL";"EconomicOperands"
"ORIGINATED";"EconomicOperands"
"ORIGINATES";"EconomicOperands"
"ORIGINATING";"EconomicOperands"
"ORIGINATION";"EconomicOperands"
"ORIGINATOR";"EconomicOperands"
"ORIGINATORS";"EconomicOperands"
"ORIGINS";"EconomicOperands"
"ORIGINS AND DEVELOPMENT";"EconomicOperands"
"ORIGINS IN SOCIAL CITIZENSHIP";"EconomicOperands"
"ORIGINS IN US";"EconomicOperands"
"ORIGINS OF DEPOSIT INSURANCE";"EconomicOperands"
"ORIGINS OF RECENT";"EconomicOperands"
"ORIGINS OF REGULATION";"EconomicOperands"
"OTC TRADING";"EconomicOperands"
"OTD COMPARED";"EconomicOperands"
"OTD MODEL";"EconomicOperands"
"OTH COMPARED";"EconomicOperands"
"OTH MODEL";"EconomicOperands"
"OTHER";"FunctionWords"
"OTHER COMPANIES";"EconomicOperands"
"OTHER FINANCIAL INSTITUTIONS";"EconomicOperands"
"OTHER JURISDICTION";"EconomicOperands"
"OTHER JURISDICTIONS";"EconomicOperands"
"OTHERS";"EconomicOperands"
"OTHERWISE";"LogicalConnectors"
"OTS";"EconomicOperands"
"OTS SEE OFFICE OF THRIFT SUPERVISION US";"EconomicOperands"
"OUBTS ABOUT FINANCIAL INNOVATION";"EconomicOperands"
"OUR";"FunctionWords"
"OUT";"EconomicOperands"
"OUT-OF-MARKET BORROWING";"EconomicOperands"
"OUTCOME";"EconomicOperands"
"OUTCOMES";"EconomicOperands"
"OUTCOMES-FOCUSED REGULATION";"EconomicOperands"
"OUTDATED";"EconomicOperands"
"OUTLINED";"EconomicOperands"
"OUTPUT QUALITY IN PERFORMANCE EQUATION";"EconomicOperands"
"OUTREACH";"EconomicOperands"
"OUTSIDE";"FunctionWords"
"OUTSTANDING";"EconomicOperands"
"OUTWEIGH";"EconomicOperands"
"OUTWEIGHED";"EconomicOperands"
"OVER";"FunctionWords"
"OVER-ACCUMULATION";"EconomicOperands"
"OVER-THE-COUNTER";"EconomicOperands"
"OVERALL";"LogicalConnectors"
"OVERALL UTILITY OF THE RISK-BASED CAPITAL REGIME";"EconomicOperands"
"OVERCOMING BARRIERS TO FINANCIAL INCLUSION";"EconomicOperands"
"OVERCONFIDENCE";"EconomicOperands"
"OVERDRAFT";"EconomicOperands"
"OVERDRAFT FEE";"EconomicOperands"
"OVERDRAFT FEES";"EconomicOperands"
"OVERLAP";"EconomicOperands"
"OVERLAPPING";"EconomicOperands"
"OVERLAPS";"EconomicOperands"
"OVERNIGHT INTERBANK RATE";"EconomicOperands"
"OVERNIGHT INTERBANK RATES";"EconomicOperands"
"OVERNIGHT INTERBANK RATES AND THE GFC";"EconomicOperands"
"OVERRULING";"RegulatoryOperators"
"OVERSEE";"EconomicOperands"
"OVERSEEING";"EconomicOperands"
"OVERSEEN";"EconomicOperands"
"OVERSEES";"EconomicOperands"
"OVERSIGHT";"EconomicOperands"
"OVERVIEW";"EconomicOperands"
"OVERVIEW OF DISTRESS MEASURES";"EconomicOperands"
"OWED";"EconomicOperands"
"OWING";"EconomicOperands"
"OWING TO";"LogicalConnectors"
"OWING TO THE FACT THAT";"LogicalConnectors"
"OWN";"FunctionWords"
"OWNED";"EconomicOperands"
"OWNER";"EconomicOperands"
"OWNER-OCCUPIED";"EconomicOperands"
"OWNERS";"EconomicOperands"
"OWNERS LOAN ACT";"LegalReferences"
"OWNERS LOAN ACT 12 USC 1461 ET SEQ";"LegalReferences"
"OWNERS LOAN ACT 12 USC 1464";"LegalReferences"
"OWNERS LOAN ACT 12 USC 1468";"LegalReferences"
"OWNERS PROTECTION ACT";"LegalReferences"
"OWNERS PROTECTION ACT OF 1998";"LegalReferences"
"OWNERS PROTECTION ACT OF 1998 12 USC 4901 ET SEQ";"LegalReferences"
"OWNERSHIP";"EconomicOperands"
"OWNERSHIP STRUCTURE";"EconomicOperands"
"OWNERSHIP STRUCTURE FIG FIG";"EconomicOperands"
"OWNING";"EconomicOperands"
"OWNS";"EconomicOperands"
"O’CONNOR DERIVATIVES TRADING PARTNERSHIP";"EconomicOperands"
"O’CONNOR DERIVATIVES TRADING PARTNERSHIPN";"EconomicOperands"
"P";"LegalReferences"
"PACKAGES";"EconomicOperands"
"PACKER";"EconomicOperands"
"PACKERS AND STOCKYARDS ACT 1921";"LegalReferences"
"PACKERS AND STOCKYARDS ACT 1921 7 USC 181 ET SEQ";"LegalReferences"
"PADOA-SCHIOPPA";"EconomicOperands"
"PADOA-SCHIOPPA TOMMASO";"EconomicOperands"
"PAGE";"EconomicOperands"
"PAID";"EconomicOperands"
"PAINT";"EconomicOperands"
"PAKISTAN";"EconomicOperands"
"PAMPHLET";"EconomicOperands"
"PANEL";"EconomicOperands"
"PANIC AND CONTAGION";"EconomicOperands"
"PANZAR-ROSSE APPROACH";"EconomicOperands"
"PAPER";"EconomicOperands"
"PAPERS";"EconomicOperands"
"PAPERWORK REDUCTION ACT";"LegalReferences"
"PAPERWORK REDUCTION ACT 44 USC 3501 ET SEQ";"LegalReferences"
"PARAGRAPH";"LegalReferences"
"PARAGRAPH 1";"LegalReferences"
"PARAGRAPH 1 OF SECTION 2301C OF THE HOUSING AND ECONOMIC RECOVERY ACT OF 2008";"LegalReferences"
"PARAGRAPH 1 OR 2";"LegalReferences"
"PARAGRAPH 1 OR 3";"LegalReferences"
"PARAGRAPH 1 OR 7";"LegalReferences"
"PARAGRAPH 10";"LegalReferences"
"PARAGRAPH 10A";"LegalReferences"
"PARAGRAPH 10B";"LegalReferences"
"PARAGRAPH 11";"LegalReferences"
"PARAGRAPH 12";"LegalReferences"
"PARAGRAPH 12 OF SECTION 107 OF THE FEDERAL CREDIT UNION ACT 12 USC 1757";"LegalReferences"
"PARAGRAPH 12A";"LegalReferences"
"PARAGRAPH 12B";"LegalReferences"
"PARAGRAPH 13";"LegalReferences"
"PARAGRAPH 13A";"LegalReferences"
"PARAGRAPH 13B";"LegalReferences"
"PARAGRAPH 14";"LegalReferences"
"PARAGRAPH 15";"LegalReferences"
"PARAGRAPH 15A";"LegalReferences"
"PARAGRAPH 16";"LegalReferences"
"PARAGRAPH 17";"LegalReferences"
"PARAGRAPH 17A";"LegalReferences"
"PARAGRAPH 18";"LegalReferences"
"PARAGRAPH 18A";"LegalReferences"
"PARAGRAPH 18B";"LegalReferences"
"PARAGRAPH 1A";"LegalReferences"
"PARAGRAPH 1B";"LegalReferences"
"PARAGRAPH 1C";"LegalReferences"
"PARAGRAPH 2";"LegalReferences"
"PARAGRAPH 22";"LegalReferences"
"PARAGRAPH 23";"LegalReferences"
"PARAGRAPH 28";"LegalReferences"
"PARAGRAPH 29";"LegalReferences"
"PARAGRAPH 2A";"LegalReferences"
"PARAGRAPH 2AI";"LegalReferences"
"PARAGRAPH 2AIII";"LegalReferences"
"PARAGRAPH 2B";"LegalReferences"
"PARAGRAPH 2BI";"LegalReferences"
"PARAGRAPH 3";"LegalReferences"
"PARAGRAPH 3 OR 5";"LegalReferences"
"PARAGRAPH 30";"LegalReferences"
"PARAGRAPH 31";"LegalReferences"
"PARAGRAPH 38";"LegalReferences"
"PARAGRAPH 39";"LegalReferences"
"PARAGRAPH 3A";"LegalReferences"
"PARAGRAPH 3B";"LegalReferences"
"PARAGRAPH 4";"LegalReferences"
"PARAGRAPH 40";"LegalReferences"
"PARAGRAPH 41";"LegalReferences"
"PARAGRAPH 46";"LegalReferences"
"PARAGRAPH 47";"LegalReferences"
"PARAGRAPH 47B";"LegalReferences"
"PARAGRAPH 4A";"LegalReferences"
"PARAGRAPH 4B";"LegalReferences"
"PARAGRAPH 5";"LegalReferences"
"PARAGRAPH 5 OR 6";"LegalReferences"
"PARAGRAPH 51";"LegalReferences"
"PARAGRAPH 53";"LegalReferences"
"PARAGRAPH 53A";"LegalReferences"
"PARAGRAPH 5A";"LegalReferences"
"PARAGRAPH 5B";"LegalReferences"
"PARAGRAPH 6";"LegalReferences"
"PARAGRAPH 68";"LegalReferences"
"PARAGRAPH 6B";"LegalReferences"
"PARAGRAPH 7";"LegalReferences"
"PARAGRAPH 8";"LegalReferences"
"PARAGRAPH 8A";"LegalReferences"
"PARAGRAPH 9";"LegalReferences"
"PARAGRAPH 9 OR 10";"LegalReferences"
"PARAGRAPH 9 OR 13";"LegalReferences"
"PARAGRAPH 9A";"LegalReferences"
"PARAGRAPHS";"LegalReferences"
"PARAGRAPHS 1 AND 2";"LegalReferences"
"PARAGRAPHS 1 AND 3";"LegalReferences"
"PARAGRAPHS 1 AND 4";"LegalReferences"
"PARAGRAPHS 1 THROUGH 3";"LegalReferences"
"PARAGRAPHS 1 THROUGH 4";"LegalReferences"
"PARAGRAPHS 1 THROUGH 5";"LegalReferences"
"PARAGRAPHS 1 THROUGH 6";"LegalReferences"
"PARAGRAPHS 1 THROUGH 7";"LegalReferences"
"PARAGRAPHS 1 THROUGH 8";"LegalReferences"
"PARAGRAPHS 13 AND 14";"LegalReferences"
"PARAGRAPHS 2 AND 3";"LegalReferences"
"PARAGRAPHS 2 THROUGH 12";"LegalReferences"
"PARAGRAPHS 2 THROUGH 4";"LegalReferences"
"PARAGRAPHS 2 THROUGH 5";"LegalReferences"
"PARAGRAPHS 2 THROUGH 7";"LegalReferences"
"PARAGRAPHS 2 THROUGH 8";"LegalReferences"
"PARAGRAPHS 3 AND 32";"LegalReferences"
"PARAGRAPHS 3 AND 4";"LegalReferences"
"PARAGRAPHS 3 THROUGH 11";"LegalReferences"
"PARAGRAPHS 3 THROUGH 5";"LegalReferences"
"PARAGRAPHS 3 THROUGH 6";"LegalReferences"
"PARAGRAPHS 3 THROUGH 9";"LegalReferences"
"PARAGRAPHS 4 AND 5";"LegalReferences"
"PARAGRAPHS 4 THROUGH 12";"LegalReferences"
"PARAGRAPHS 4 THROUGH 9";"LegalReferences"
"PARAGRAPHS 5 AND 6";"LegalReferences"
"PARAGRAPHS 5 THROUGH 7";"LegalReferences"
"PARAGRAPHS 7 AND 11";"LegalReferences"
"PARAGRAPHS 9 AND 10";"LegalReferences"
"PARAGUAY";"EconomicOperands"
"PARALLEL";"EconomicOperands"
"PARAMETER";"EconomicOperands"
"PARAMETERS";"EconomicOperands"
"PARCEL";"EconomicOperands"
"PARENS PATRIAE";"EconomicOperands"
"PARENT";"EconomicOperands"
"PARENTAL LEAVE";"EconomicOperands"
"PARENTS";"EconomicOperands"
"PARI-MUTUEL";"EconomicOperands"
"PARIGI BRUNO M";"EconomicOperands"
"PARISH";"EconomicOperands"
"PARITY";"EconomicOperands"
"PART";"FunctionWords"
"PART 366 OF TITLE 12 CODE OF FEDERAL REGULATIONS";"LegalReferences"
"PART 875 OF TITLE 5";"LegalReferences"
"PART F OF TITLE IV OF THE HIGHER EDUCATION ACT OF 1965";"LegalReferences"
"PART I";"LegalReferences"
"PART II";"LegalReferences"
"PART III";"LegalReferences"
"PART-TIME BANK STAFF";"EconomicOperands"
"PART-TIME WORK";"EconomicOperands"
"PARTIAL";"EconomicOperands"
"PARTIAL RELAXATION";"EconomicOperands"
"PARTICIPANT";"EconomicOperands"
"PARTICIPANT CREATING";"EconomicOperands"
"PARTICIPANT DIRECTION";"EconomicOperands"
"PARTICIPANTS";"EconomicOperands"
"PARTICIPATE";"EconomicOperands"
"PARTICIPATED";"EconomicOperands"
"PARTICIPATES";"EconomicOperands"
"PARTICIPATING";"EconomicOperands"
"PARTICIPATION";"EconomicOperands"
"PARTICIPATIONS";"EconomicOperands"
"PARTICULAR";"FunctionWords"
"PARTICULARITY";"EconomicOperands"
"PARTICULARLY";"LogicalConnectors"
"PARTIES";"EconomicOperands"
"PARTNER";"EconomicOperands"
"PARTNERING";"EconomicOperands"
"PARTNERSHIP";"EconomicOperands"
"PARTNERSHIPS";"EconomicOperands"
"PARTS";"FunctionWords"
"PARTY";"EconomicOperands"
"PASSAGE";"EconomicOperands"
"PASSED";"EconomicOperands"
"PAST";"FunctionWords"
"PATTERN";"EconomicOperands"
"PATTERNS";"EconomicOperands"
"PAY";"EconomicOperands"
"PAY IT BACK ACT";"LegalReferences"
"PAYABLE";"EconomicOperands"
"PAYDAY LOAN";"EconomicOperands"
"PAYEE";"EconomicOperands"
"PAYING";"EconomicOperands"
"PAYING AGENT";"EconomicOperands"
"PAYMENT";"EconomicOperands"
"PAYMENT AND SETTLEMENT SYSTEMS";"EconomicOperands"
"PAYMENT CARD NETWORK";"EconomicOperands"
"PAYMENT CLEARING AND SETTLEMENT SUPERVISION ACT OF 2010";"LegalReferences"
"PAYMENT CLEARING OR SETTLEMENT ACTIVITY";"EconomicOperands"
"PAYMENT DATA";"EconomicOperands"
"PAYMENT INSTRUMENT";"EconomicOperands"
"PAYMENT INSTRUMENTS";"EconomicOperands"
"PAYMENT INSTRUMENTS TAB";"EconomicOperands"
"PAYMENT RULE";"EconomicOperands"
"PAYMENT RULES";"EconomicOperands"
"PAYMENT SERVICES";"EconomicOperands"
"PAYMENT SYSTEM";"EconomicOperands"
"PAYMENT SYSTEMS";"EconomicOperands"
"PAYMENT THEORY";"EconomicOperands"
"PAYMENTS";"EconomicOperands"
"PAYMENTS AND PAYMENT SYSTEMS TAB";"EconomicOperands"
"PAYOFF";"EconomicOperands"
"PAYOR";"EconomicOperands"
"PAYOUT";"EconomicOperands"
"PAYROLL";"EconomicOperands"
"PAYROLL CARD";"EconomicOperands"
"PAYROLL CARDS";"EconomicOperands"
"PAYS";"EconomicOperands"
"PCA";"EconomicOperands"
"PCA SEE PROMPT CORRECTIVE ACTION";"EconomicOperands"
"PD";"EconomicOperands"
"PD RATINGS";"EconomicOperands"
"PDCF";"EconomicOperands"
"PDCF SEE PRIMARY DEALER CREDIT FACILITY";"EconomicOperands"
"PE";"EconomicOperands"
"PE FIRM";"EconomicOperands"
"PE SEE PRIVATE EQUITY";"EconomicOperands"
"PEACE";"EconomicOperands"
"PEACE CORPS";"EconomicOperands"
"PECORA COMMISSION";"EconomicOperands"
"PECORA COMMISSION US";"EconomicOperands"
"PECORA FERDINAND";"EconomicOperands"
"PECUNIARY";"EconomicOperands"
"PEEK JOE";"EconomicOperands"
"PEER REVIEW";"EconomicOperands"
"PENALIZE";"EconomicOperands"
"PENALTIES";"EconomicOperands"
"PENALTY";"EconomicOperands"
"PENDENCY";"EconomicOperands"
"PENDING";"FunctionWords"
"PENN CENTRAL";"EconomicOperands"
"PENSION";"EconomicOperands"
"PENSIONS SCHEME";"EconomicOperands"
"PENSIONS SCHEMES";"EconomicOperands"
"PENULTIMATE";"LogicalConnectors"
"PEOPLE’S BANK OF CHINA";"EconomicOperands"
"PEOPLE’S BANK OF CHINAN";"EconomicOperands"
"PER";"FunctionWords"
"PER ANNUM";"Attributes"
"PER DIEM";"EconomicOperands"
"PERCENT";"Attributes"
"PERCENTAGE";"EconomicOperands"
"PERFECT COMPETITION";"EconomicOperands"
"PERFECT CONTESTABILITY";"EconomicOperands"
"PERFORM";"EconomicOperands"
"PERFORMANCE";"EconomicOperands"
"PERFORMANCE IN RELATION TO";"EconomicOperands"
"PERFORMANCE IN RELATION TO MARKET DISCIPLINE";"EconomicOperands"
"PERFORMANCE OF LARGE BANKS";"EconomicOperands"
"PERFORMANCE OF LARGE BANKS TAB";"EconomicOperands"
"PERFORMANCES";"EconomicOperands"
"PERFORMED";"EconomicOperands"
"PERFORMING";"EconomicOperands"
"PERFORMS";"EconomicOperands"
"PERIOD";"EconomicOperands"
"PERIOD BEGINNING";"EconomicOperands"
"PERIODIC";"Attributes"
"PERIODICALLY";"Attributes"
"PERIODS";"EconomicOperands"
"PERMANENT";"EconomicOperands"
"PERMANENT SELF-FUNDING";"EconomicOperands"
"PERMANENTLY";"Attributes"
"PERMISSIBLE";"Attributes"
"PERMISSIBLE SCOPE OF BUSINESS ACTIVITIES";"EconomicOperands"
"PERMISSION";"EconomicOperands"
"PERMISSIVE";"EconomicOperands"
"PERMIT";"RegulatoryOperators"
"PERMITS";"RegulatoryOperators"
"PERMITTED";"RegulatoryOperators"
"PERMITTING";"RegulatoryOperators"
"PERMUTATION";"EconomicOperands"
"PERPETRATORS";"EconomicOperands"
"PERSON";"EconomicOperands"
"PERSON ASSOCIATED WITH A MUNICIPAL ADVISOR";"EconomicOperands"
"PERSON ASSOCIATED WITH A SECURITY-BASED SWAP DEALER OR MAJOR SECURITY-BASED SWAP PARTICIPANT";"EconomicOperands"
"PERSON REGULATED BY A STATE INSURANCE REGULATOR";"EconomicOperands"
"PERSON REGULATED BY THE COMMISSION";"EconomicOperands"
"PERSON REGULATED BY THE COMMODITY FUTURES TRADING COMMISSION";"EconomicOperands"
"PERSON REGULATED BY THE FARM CREDIT ADMINISTRATION";"EconomicOperands"
"PERSON THAT PERFORMS INCOME TAX PREPARATION ACTIVITIES FOR CONSUMERS";"EconomicOperands"
"PERSONAL";"EconomicOperands"
"PERSONAL CONSUMPTION EXPENDITURES CHAIN-TYPE PRICE INDEX";"EconomicOperands"
"PERSONALIZED";"EconomicOperands"
"PERSONALLY";"EconomicOperands"
"PERSONNEL";"EconomicOperands"
"PERSONS";"EconomicOperands"
"PERSPECTIVE";"EconomicOperands"
"PERSPECTIVES";"EconomicOperands"
"PERSUASIVE";"EconomicOperands"
"PERTINENT";"EconomicOperands"
"PERU";"EconomicOperands"
"PERVASIVE INCENTIVE";"EconomicOperands"
"PERVASIVE INCENTIVES";"EconomicOperands"
"PETITION";"EconomicOperands"
"PETITIONER";"EconomicOperands"
"PEYDRÓ-ALCALDE JOSÉ-LUIS";"EconomicOperands"
"PHASE-IN";"EconomicOperands"
"PHASED IN";"EconomicOperands"
"PHASED RETIREMENT";"EconomicOperands"
"PHASED-OUT";"EconomicOperands"
"PHILIPPINES";"EconomicOperands"
"PHYSICAL";"EconomicOperands"
"PHYSICAL DELIVERIES";"EconomicOperands"
"PHYSICALLY";"EconomicOperands"
"PIECE";"EconomicOperands"
"PIECES";"EconomicOperands"
"PILLAR 1";"EconomicOperands"
"PILLAR 2";"EconomicOperands"
"PILLAR 3";"EconomicOperands"
"PIN";"EconomicOperands"
"PINOCHET GENERAL AUGUSTO";"EconomicOperands"
"PIT";"EconomicOperands"
"PITTSBURGH PLATE GLASS";"EconomicOperands"
"PITTSBURGH SUMMIT";"EconomicOperands"
"PITTSBURGH SUMMIT 2009 6";"EconomicOperands"
"PKO";"EconomicOperands"
"PKO ZLOTY SAVINGS BANK POLAND";"EconomicOperands"
"PLACE";"EconomicOperands"
"PLACED";"EconomicOperands"
"PLACEMENT";"EconomicOperands"
"PLACEMENT AGENT";"EconomicOperands"
"PLACING";"EconomicOperands"
"PLAIN";"EconomicOperands"
"PLAIN LANGUAGE";"EconomicOperands"
"PLAIN LANGUAGE COMPREHENSIBLE";"EconomicOperands"
"PLAN";"EconomicOperands"
"PLANNED";"EconomicOperands"
"PLANNERS";"EconomicOperands"
"PLANNING";"EconomicOperands"
"PLANS";"EconomicOperands"
"PLATFORM";"EconomicOperands"
"PLAUSIBLE";"EconomicOperands"
"PLAY";"EconomicOperands"
"PLAYS";"EconomicOperands"
"PLEADING";"EconomicOperands"
"PLEADINGS";"EconomicOperands"
"PLEDGED";"EconomicOperands"
"PLUS";"FunctionWords"
"POINT";"EconomicOperands"
"POINTS";"EconomicOperands"
"POINTS AND FEES";"EconomicOperands"
"POLAND";"EconomicOperands"
"POLICIES";"EconomicOperands"
"POLICY";"EconomicOperands"
"POLICY APPROACHES";"EconomicOperands"
"POLICY DEVELOPMENT";"EconomicOperands"
